doi,title,authors,author_affiliations,venue,container_title,event_name,event_location,pages,published_print,published_online,doi_url,acm_page_url,official_pdf_download_url,supplementary_material_url,source_archive_url,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,publisher,license_urls,reference_count,is_referenced_by_count,crossref_type,fetched_at_utc
10.1145/3805622.3810718,MMRet3D: A Multi-Modal Matching Framework for 3D Object Retrieval from Multi-View Images,Zeyu Li; Lei Li,"Beijing University of Posts and Telecommunications, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,337-346,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810718,https://dl.acm.org/doi/10.1145/3805622.3810718,https://dl.acm.org/doi/pdf/10.1145/3805622.3810718,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,54,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810663,Global-Regional Dual Hashing for Unsupervised Visual-Textual Retrieval via Concept Similarity Guidance,Yewen Li; Zongwei Tang; Xiaodong Wang,"College of Computer Science and Technology, National University of Defense Technology, Changsha, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,347-355,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810663,https://dl.acm.org/doi/10.1145/3805622.3810663,https://dl.acm.org/doi/pdf/10.1145/3805622.3810663,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,45,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810660,Calibrate and Aggregate: Cross-Modal Retrieval with Distribution Alignment and Token Reduction,Ziyi Wu; Jiahao Li; Mingyuan Jiu; Hongru Zhao; Hichem Sahbi; Mingliang Xu,"School of Computer and Artificial Intelligence, Zhengzhou university, Zhengzhou, Henan, China; School of Computer and Artificial Intelligence, Zhengzhou University, Zhengzhou, Henan, China; CNRS LIP6, Sorbonne University, Paris, France",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,356-365,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810660,https://dl.acm.org/doi/10.1145/3805622.3810660,https://dl.acm.org/doi/pdf/10.1145/3805622.3810660,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810651,Deconstructing Centrality: Scale-Hierarchy for Hubness in Text-Video Retrieval,Houlin Zhu; Libo Liu; Ruonan Zhang; Zhen Deng,"School of Information Engineering, Ningxia University, Yinchuan, Ningxia, China; School of Advanced Interdisciplinary Studies, Ningxia University, Zhongwei, Ningxia, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,376-385,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810651,https://dl.acm.org/doi/10.1145/3805622.3810651,https://dl.acm.org/doi/pdf/10.1145/3805622.3810651,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,58,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810682,Robust Graph Matching via Confidence-Guided Distillation and Random Node Masking,Zhoubo Xu; Zizhao Pang; Yu Meng; Huijie Cong,"Guilin University of Electronic Technology, Guilin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,386-394,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810682,https://dl.acm.org/doi/10.1145/3805622.3810682,https://dl.acm.org/doi/pdf/10.1145/3805622.3810682,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,51,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810679,CARE: A Constraint-Aware Hypergraph Framework for Knowledge-Driven Event-Centric Retrieval,Mengxue Yang; Xitong Li; Ziyi Yang; Jingqi Zhang; Xiaruo Zhang; Ying Li,"University of Chinese Academy of Sciences, Beijing, China; Communication University of China, Beijing, China; Institute of International Rivers and Eco-security, Yunnan University, Kunming, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,395-404,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810679,https://dl.acm.org/doi/10.1145/3805622.3810679,https://dl.acm.org/doi/pdf/10.1145/3805622.3810679,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810781,Cross-View Collaborative Recommendation with Multimodal and Multi-Scale User Behaviors,Yifan Huo; Ming Liu; Junhong Zheng; Lili He,"Zhejiang Sci-Tech University, Hangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,405-409,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810781,https://dl.acm.org/doi/10.1145/3805622.3810781,https://dl.acm.org/doi/pdf/10.1145/3805622.3810781,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,27,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810732,Relational Retrieval: Leveraging Known-Novel Interactions for Generalized Category Discovery,Yulin Xu; Chunqi Guo; Yuanzhen Shuai; Jianyuan Ni,"University of California, Irvine, Irvine, CA, USA; Sichuan Agricultural University, Ya’an, China; University College London, London, United Kingdom; Juniata College, Huntingdon, USA",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,410-414,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810732,https://dl.acm.org/doi/10.1145/3805622.3810732,https://dl.acm.org/doi/pdf/10.1145/3805622.3810732,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810872,Instance-Adaptive Routing for Object Re-Identification with Heterogeneous Experts,Shuming Hu; Chuan Fu; Shuting He; Henghui Ding,"Fudan University, Shanghai, China; Shanghai University of Finance and Economics, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,415-419,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810872,https://dl.acm.org/doi/10.1145/3805622.3810872,https://dl.acm.org/doi/pdf/10.1145/3805622.3810872,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,26,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810811,Reranking-based Analysis on Visual and Textual Query Contribution to Composed Image Retrieval,Huaying Zhang; Ren Togo; Takahiro Ogawa; Miki Haseyama,"Hokkaido University, Sapporo, Japan",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,420-424,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810811,https://dl.acm.org/doi/10.1145/3805622.3810811,https://dl.acm.org/doi/pdf/10.1145/3805622.3810811,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,27,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810573,Video Hashing with Robust Secondary Frames and Local Tangent Space Alignment for Copy Detection,Zixuan Yu; Xiaoping Liang; Zhenjun Tang,"Key Lab of Education Blockchain and Intelligent Technology, Ministry of Education, Guangxi Normal University, Guilin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,425-429,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810573,https://dl.acm.org/doi/10.1145/3805622.3810573,https://dl.acm.org/doi/pdf/10.1145/3805622.3810573,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,27,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810668,POSITIVE4Rec: Incorporating the Recency Effect with Positional Inductive Bias for Sequential Recommendation,Po-Chih Lin; Yixuan Dong; Fang-Yi Su; Haijie Yang; Zelin Zang; Hongliang Zhang; Wing-Kuen Ling; Fuji Yang,"National Cheng Kung University, Tainan, Taiwan; TsienTang Inst. for Adv. Study, Hangzhou, China; Harvard Medical School, Boston, MA, USA",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,430-434,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810668,https://dl.acm.org/doi/10.1145/3805622.3810668,https://dl.acm.org/doi/pdf/10.1145/3805622.3810668,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,20,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810672,A Decomposed Retrieval-Edit-Rerank Framework for Chord Generation,Qiqi He; Dichucheng Li; Xiaoheng Sun; Anqi Huang,"NetEase Cloud Music, Shanghai, China; Individual Researcher, Hong Kong, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,435-439,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810672,https://dl.acm.org/doi/10.1145/3805622.3810672,https://dl.acm.org/doi/pdf/10.1145/3805622.3810672,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,24,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810783,DTSR: High-Frequency Prior-Based Dynamic Texture Synthesis for Real-World Image Super-Resolution,Feiyi He; Zihan Cheng; Jielei Wang; Cencen Liu; Guoming Lu,"Institute of Intelligent Computing, University of Electronic Science and Technology of China, Chengdu, Sichuan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,440-448,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810783,https://dl.acm.org/doi/10.1145/3805622.3810783,https://dl.acm.org/doi/pdf/10.1145/3805622.3810783,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,33,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810782,Semi-Automatic Correction of 3D Tubular Structure Skeletons via Component-Wise MST and Filtered Delaunay Triangulation,Ruoxuan Yang; Chuan Li,"Shanghai Jiao Tong University, Shanghai, China; Télécom Paris, Palaiseau, France and Institut Polytechnique de Paris, Palaiseau, France; Sorbonne Université, Paris, France; LIPADE, Université Paris Cité, Paris, France and Télécom SudParis, Institut Polytechnique de Paris, Palaiseau, France",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,449-458,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810782,https://dl.acm.org/doi/10.1145/3805622.3810782,https://dl.acm.org/doi/pdf/10.1145/3805622.3810782,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,30,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810779,Neural Representations for Animated GIFs,Yifei Wang; Gaozhi Liu; Sheng Li; Xinpeng Zhang; Zhenxing Qian,"fudan university, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,459-467,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810779,https://dl.acm.org/doi/10.1145/3805622.3810779,https://dl.acm.org/doi/pdf/10.1145/3805622.3810779,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,36,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810785,SatCLA: A Collaborative LLM-Driven Framework for Annotation of LEO Satellite Imagery,Guogen Zeng; Juan Luo; Peng Sun; Ying Qiao; Anping Liu,"Hunan University, Changsha, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,468-477,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810785,https://dl.acm.org/doi/10.1145/3805622.3810785,https://dl.acm.org/doi/pdf/10.1145/3805622.3810785,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,55,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810777,Semi-3DETR: Semi-Supervised Detection Transformer for 3D Object Detection,Na Dong; Gim Hee Lee,"Department of Computer Science, National University of Singapore, Singapore, Singapore",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,478-486,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810777,https://dl.acm.org/doi/10.1145/3805622.3810777,https://dl.acm.org/doi/pdf/10.1145/3805622.3810777,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,38,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810771,Evidential Uncertainty Modulated Adaptive Predictive Contrastive Learning for Multimodal Fusion,Qiuyu Mei; Hong Yu; Shijie Yu; Yan Yang,"Chongqing University of Posts and Telecommunications, Chongqing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,487-496,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810771,https://dl.acm.org/doi/10.1145/3805622.3810771,https://dl.acm.org/doi/pdf/10.1145/3805622.3810771,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810770,CodeMNER: Vision-Language Models are Better Multimodal Named Entity Recognizers via Progressive Vision-Code Alignment,Jiakang Yu; Shizhou Huang; Xiaode Chen; Hongtao Deng; Wang Gao; Xun Zhu,"Jianghan University, Wuhan, China; East China Normal University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,497-505,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810770,https://dl.acm.org/doi/10.1145/3805622.3810770,https://dl.acm.org/doi/pdf/10.1145/3805622.3810770,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,38,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810769,"A
                    <sup>2</sup>
                    P-Net: Asymmetric Domain-Adaptive Prototype Network for Cross-Domain Multimodal Sensor Retrieval",Xin Qin; Wenjie Wang; Mengna Liu; Xu Cheng; Fan Shi; Shengyong Chen,"Tianjin University of Technology, Tianjin, China; Tianjin university of technology, Tianjin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,506-514,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810769,https://dl.acm.org/doi/10.1145/3805622.3810769,https://dl.acm.org/doi/pdf/10.1145/3805622.3810769,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,36,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810776,"Keep the General, Inject the Specific: Structured Dialogue Fine-Tuning for Knowledge Injection without Catastrophic Forgetting",Yijie Hong; Xiaofei Yin; Xinzhong Wang; Ya Guo; Huijia Zhu; Sufeng Duan,"Shanghai Jiao Tong University, Shanghai, China; Ant Group, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,515-524,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810776,https://dl.acm.org/doi/10.1145/3805622.3810776,https://dl.acm.org/doi/pdf/10.1145/3805622.3810776,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810788,Hyperbolic and Evidence-Prioritized Experts for Large Vision-Language Models,Zijie Zhou; Dandan Zhu; Hangxiangpan Wang; Heng Zhang; Huishen Jiao; Yi Zhao,"China University of Petroleum (Beijing), Beijing, China and Hainan Institute of China University of Petroleum (Beijing), Sanya, Hainan, China; South China Normal University, Foshan, Guangdong, China; China University of Petroleum (Beijing), Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,525-534,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810788,https://dl.acm.org/doi/10.1145/3805622.3810788,https://dl.acm.org/doi/pdf/10.1145/3805622.3810788,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,50,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
